space,max_persistence,raw_mean_dist,raw_std_dist,raw_concentration,pca_mean_dist,pca_std_dist,pca_concentration,takens_mean_dist,takens_std_dist,takens_concentration
muq,0.3340792727470398,67.12661812282937,5.759861228608943,0.08587308089229038,0.6120879847402807,0.09007552569258237,0.14761937720901203,2.4697258515139957,0.23580200110723504,0.0957928543396199
mert,0.461135106086731,11.846460374961094,0.9187737879627947,0.07764792032580822,0.809229392873433,0.120486750011004,0.14926378184641867,3.2643172742004816,0.3409472944408584,0.10476346265050457
encodec,0.3748627686500549,22.494882350792533,5.356414682536053,0.23572801404319724,1.0970236682060228,0.22002602579192232,0.20641665075289306,4.456133278052672,0.4324998232321513,0.10369162774817837
