space,variant,gap,within,between,max_persistence_real,real_vs_shuffle_effect,real_vs_random_effect,bootstrap_gap_obs,bootstrap_gap_ci
muq,A_StandardScaler_Only,73.9547568239268,448.0095544753707,521.9643112992975,10.780441856384277,1.0,,73.9547568239268,"[68.5893, 180.9153]"
muq,B_StandardScaler_L2,3.4339266131850987,14.222782078971504,17.656708692156602,0.3340792155265808,1.0,,3.4339266131850987,"[2.9796, 7.1186]"
muq,C_RobustScaler_L2,3.4366172535670643,14.18795735224581,17.624574605812874,0.3318659520149231,1.0,,3.4366172535670643,"[2.9868, 7.1051]"
muq,D_No_Normalization,199.7297559718927,792.478445844063,992.2082018159557,26.272076873779298,1.0,,199.7297559718927,"[192.5844, 371.5186]"
mert,A_StandardScaler_Only,21.273732192323735,390.5172601956449,411.79099238796863,12.801158485412598,1.0,,21.273732192323735,"[30.0094, 95.0211]"
mert,B_StandardScaler_L2,0.7646903025551524,14.642997697722315,15.407688000277467,0.46113529562950134,1.0,,0.7646903025551524,"[1.3207, 3.3592]"
mert,C_RobustScaler_L2,0.7716425255108721,14.60319729683776,15.374839822348632,0.45918813943862913,1.0,,0.7716425255108721,"[1.3226, 3.3464]"
mert,D_No_Normalization,6.48449286336691,106.57304913574785,113.05754199911476,3.240529041290283,1.0,,6.48449286336691,"[10.0267, 25.3706]"
